Timestamp,Frequency (Hz),dB
182.7178231292517,4044.292682926829,-30.284924
182.95002267573696,3183.80487804878,-25.625097
183.57696145124717,3893.7073170731705,-45.481354
183.71628117913832,3936.731707317073,-41.686363
184.08780045351475,3441.951219512195,-40.466938
184.83083900226757,3958.243902439024,-23.74484
185.1094784580499,6862.390243902439,-23.686298
185.68997732426303,3226.829268292683,-35.50518
186.52589569160997,4646.634146341464,-19.566074
186.71165532879817,2775.0731707317073,-16.160755
188.45315192743763,2796.5853658536585,-41.336304
189.86956916099774,5335.024390243902,-18.531136
189.9160090702948,4754.195121951219,-18.189178
191.19310657596372,6367.60975609756,-39.68724
191.37886621315192,5248.975609756098,-17.01802
192.00580498866213,2538.439024390244,-39.75888
192.3308843537415,3700.0975609756097,-41.66489
193.70086167800454,3743.121951219512,-44.285706
194.16526077097507,3205.3170731707314,-43.244938
194.86185941043084,3226.829268292683,-29.87494
195.001179138322,6432.1463414634145,-13.220282
195.99963718820862,4797.219512195122,-31.768318
197.4160544217687,2602.9756097560976,-41.108543
198.80925170068028,4237.90243902439,-23.314375
199.90058956916099,4410.0,-25.517298
200.71328798185942,3291.3658536585367,-39.8155
203.89442176870747,2667.512195121951,-25.010288
204.0105215419501,4366.975609756098,-17.391422
205.54303854875283,5055.365853658536,-33.283382
206.33251700680273,2624.487804878049,-42.3397
206.47183673469388,7056.0,-41.15907
207.33097505668934,4603.609756097561,-32.85003
208.14367346938775,4754.195121951219,-38.49006
209.49043083900227,4388.487804878048,-40.113964
210.30312925170068,3700.0975609756097,-40.883614
210.81396825396826,5765.268292682927,-48.865273
211.34802721088437,2559.951219512195,-48.20364
212.13750566893424,3915.2195121951218,-47.46234
212.25360544217688,2602.9756097560976,-28.372728
212.39292517006803,4022.780487804878,-33.07943
212.7412244897959,4302.4390243902435,-18.232807
213.5307029478458,2516.9268292682927,-42.994095
215.1328798185941,5614.682926829269,-13.519459
215.38829931972788,5055.365853658536,-34.358612
215.8294784580499,4173.365853658536,-22.158657
216.4564172335601,3592.5365853658536,-26.062202
216.8279365079365,3872.1951219512193,-41.32262
217.01369614512473,4947.804878048781,-35.33383
217.59419501133786,4668.1463414634145,-26.106571
218.01215419501133,2710.5365853658536,-34.769634
218.19791383219956,3226.829268292683,-34.298866
218.80163265306123,3915.2195121951218,-40.988483
219.2195918367347,5786.780487804878,-36.676517
219.28925170068027,3162.292682926829,-29.202126
219.4750113378685,3205.3170731707314,-19.044256
219.89297052154194,4517.560975609756,-20.248375
219.939410430839,4517.560975609756,-24.247326
220.5431292517007,6217.024390243902,-32.311108
220.75210884353743,3571.0243902439024,-29.089943
220.79854875283448,2624.487804878049,-37.373413
221.40226757369615,2516.9268292682927,-15.019577
222.00598639455782,4797.219512195122,-42.61548
222.40072562358276,3786.1463414634145,-36.87059
223.16698412698412,5786.780487804878,-30.562038
223.2366439909297,3614.048780487805,-21.870678
223.70104308390023,3291.3658536585367,-32.237946
224.4673015873016,3248.3414634146343,-13.142647
224.83882086167802,3097.7560975609754,-34.469845
225.00136054421768,2839.609756097561,-32.86745
225.23356009070295,5378.048780487805,-24.045082
225.721179138322,2559.951219512195,-44.381454
226.2784580498866,3291.3658536585367,-41.567596
226.99827664399092,3119.2682926829266,-18.281776
227.62521541950113,3721.609756097561,-25.11164
228.94875283446711,3420.439024390244,-17.722118
229.62213151927438,3721.609756097561,-14.194206
229.66857142857143,3807.6585365853657,-17.84532
229.9007709750567,5248.975609756098,-14.889635
230.2722902494331,3936.731707317073,-24.659384
230.57414965986393,2689.0243902439024,-20.595121
231.01532879818595,2559.951219512195,-28.69973
231.1546485260771,3054.731707317073,-33.446377
231.64226757369613,3183.80487804878,-16.828419
232.26920634920634,3162.292682926829,-30.931509
232.33886621315193,3248.3414634146343,-29.441248
232.9193650793651,3291.3658536585367,-31.191559
233.47664399092972,2689.0243902439024,-33.22949
234.28934240362813,3764.6341463414633,-32.522106
235.0556009070295,3441.951219512195,-16.528578
235.40390022675737,5722.243902439024,-18.729916
236.17015873015873,3635.560975609756,-29.841171
236.7506575963719,4151.8536585365855,-44.784676
237.98131519274375,4130.341463414634,-49.093758
238.654693877551,3506.487804878049,-17.743454
